Time(s),AOA(deg),AeroFX(N),AeroFY(N),AeroFZ(N),AeroMX(Nm),AeroMY(Nm),AeroMZ(Nm),AirDensity(kg/m^3),AngularVelocityX(rad/s),AngularVelocityY(rad/s),AngularVelocityZ(rad/s),Auto-AddedZeroLengthBoatTailFX(N),Auto-AddedZeroLengthBoatTailFY(N),Auto-AddedZeroLengthBoatTailFZ(N),Auto-AddedZeroLengthBoatTailMX(Nm),Auto-AddedZeroLengthBoatTailMY(Nm),Auto-AddedZeroLengthBoatTailMZ(Nm),CGX(m),CGY(m),CGZ(m),CPZ(m),FirstStage.AvionicsFX(N),FirstStage.AvionicsFY(N),FirstStage.AvionicsFZ(N),FirstStage.AvionicsMX(Nm),FirstStage.AvionicsMY(Nm),FirstStage.AvionicsMZ(Nm),FirstStage.AvionicsTubeFX(N),FirstStage.AvionicsTubeFY(N),FirstStage.AvionicsTubeFZ(N),FirstStage.AvionicsTubeMX(Nm),FirstStage.AvionicsTubeMY(Nm),FirstStage.AvionicsTubeMZ(Nm),FirstStage.ChutesFX(N),FirstStage.ChutesFY(N),FirstStage.ChutesFZ(N),FirstStage.ChutesMX(Nm),FirstStage.ChutesMY(Nm),FirstStage.ChutesMZ(Nm),FirstStage.DiameterChange1FX(N),FirstStage.DiameterChange1FY(N),FirstStage.DiameterChange1FZ(N),FirstStage.DiameterChange1MX(Nm),FirstStage.DiameterChange1MY(Nm),FirstStage.DiameterChange1MZ(Nm),FirstStage.DiameterChange2FX(N),FirstStage.DiameterChange2FY(N),FirstStage.DiameterChange2FZ(N),FirstStage.DiameterChange2MX(Nm),FirstStage.DiameterChange2MY(Nm),FirstStage.DiameterChange2MZ(Nm),FirstStage.FinCanFX(N),FirstStage.FinCanFY(N),FirstStage.FinCanFZ(N),FirstStage.FinCanMX(Nm),FirstStage.FinCanMY(Nm),FirstStage.FinCanMZ(Nm),FirstStage.FinsFX(N),FirstStage.FinsFY(N),FirstStage.FinsFZ(N),FirstStage.FinsMX(Nm),FirstStage.FinsMY(Nm),FirstStage.FinsMZ(Nm),FirstStage.LowerInjectorBulkheadMassFX(N),FirstStage.LowerInjectorBulkheadMassFY(N),FirstStage.LowerInjectorBulkheadMassFZ(N),FirstStage.LowerInjectorBulkheadMassMX(Nm),FirstStage.LowerInjectorBulkheadMassMY(Nm),FirstStage.LowerInjectorBulkheadMassMZ(Nm),FirstStage.MotorCasingFX(N),FirstStage.MotorCasingFY(N),FirstStage.MotorCasingFZ(N),FirstStage.MotorCasingMX(Nm),FirstStage.MotorCasingMY(Nm),FirstStage.MotorCasingMZ(Nm),FirstStage.MotorFX(N),FirstStage.MotorFY(N),FirstStage.MotorFZ(N),FirstStage.MotorMX(Nm),FirstStage.MotorMY(Nm),FirstStage.MotorMZ(Nm),FirstStage.NoseConeFX(N),FirstStage.NoseConeFY(N),FirstStage.NoseConeFZ(N),FirstStage.NoseConeMX(Nm),FirstStage.NoseConeMY(Nm),FirstStage.NoseConeMZ(Nm),FirstStage.NoseConeTubeFX(N),FirstStage.NoseConeTubeFY(N),FirstStage.NoseConeTubeFZ(N),FirstStage.NoseConeTubeMX(Nm),FirstStage.NoseConeTubeMY(Nm),FirstStage.NoseConeTubeMZ(Nm),FirstStage.NozzleFX(N),FirstStage.NozzleFY(N),FirstStage.NozzleFZ(N),FirstStage.NozzleHousingMassFX(N),FirstStage.NozzleHousingMassFY(N),FirstStage.NozzleHousingMassFZ(N),FirstStage.NozzleHousingMassMX(Nm),FirstStage.NozzleHousingMassMY(Nm),FirstStage.NozzleHousingMassMZ(Nm),FirstStage.NozzleMX(Nm),FirstStage.NozzleMY(Nm),FirstStage.NozzleMZ(Nm),FirstStage.PayloadFX(N),FirstStage.PayloadFY(N),FirstStage.PayloadFZ(N),FirstStage.PayloadMX(Nm),FirstStage.PayloadMY(Nm),FirstStage.PayloadMZ(Nm),FirstStage.PlumbingFX(N),FirstStage.PlumbingFY(N),FirstStage.PlumbingFZ(N),FirstStage.PlumbingMX(Nm),FirstStage.PlumbingMY(Nm),FirstStage.PlumbingMZ(Nm),FirstStage.PressureVesselFX(N),FirstStage.PressureVesselFY(N),FirstStage.PressureVesselFZ(N),FirstStage.PressureVesselMX(Nm),FirstStage.PressureVesselMY(Nm),FirstStage.PressureVesselMZ(Nm),FirstStage.RecoverySystemFX(N),FirstStage.RecoverySystemFY(N),FirstStage.RecoverySystemFZ(N),FirstStage.RecoverySystemMX(Nm),FirstStage.RecoverySystemMY(Nm),FirstStage.RecoverySystemMZ(Nm),FirstStage.RecoveryTubeFX(N),FirstStage.RecoveryTubeFY(N),FirstStage.RecoveryTubeFZ(N),FirstStage.RecoveryTubeMX(Nm),FirstStage.RecoveryTubeMY(Nm),FirstStage.RecoveryTubeMZ(Nm),FirstStage.UnburntFuelFX(N),FirstStage.UnburntFuelFY(N),FirstStage.UnburntFuelFZ(N),FirstStage.UnburntFuelMX(Nm),FirstStage.UnburntFuelMY(Nm),FirstStage.UnburntFuelMZ(Nm),FirstStage.UpperPVBulkheadTubeFX(N),FirstStage.UpperPVBulkheadTubeFY(N),FirstStage.UpperPVBulkheadTubeFZ(N),FirstStage.UpperPVBulkheadTubeMX(Nm),FirstStage.UpperPVBulkheadTubeMY(Nm),FirstStage.UpperPVBulkheadTubeMZ(Nm),GravityFX(N),GravityFY(N),GravityFZ(N),MOIX(kg*m^2),MOIY(kg*m^2),MOIZ(kg*m^2),Mach,Mass(kg),OrientationQuaternion0,OrientationQuaternion1,OrientationQuaternion2,PositionX(m),PositionY(m),PositionZ(m),RollAngle(deg),TotalFX(N),TotalFY(N),TotalFZ(N),UnitRe,VelocityX(m/s),VelocityY(m/s),VelocityZ(m/s),WindX(m/s),WindY(m/s),WindZ(m/s)
0,90.43073989635504,4.484592896721692,-0.44392912846074545,-0.007228117773019076,0.013416532246924559,0.24050508890263234,0.0036964917995347124,1.192783052823341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.773028300133882,-2.719626247875259,0.0,0.0,0.0,0.0,0.0,0.0,0.5266253076385352,-0.05135070756052888,-3.917018938579861e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04551102721836505,0.004437734790887829,-1.1498113882440802e-06,0.0,0.0,-0.0,0.10149779582159575,-0.00989694865718537,-1.0252980544582458e-06,0.0,0.0,-0.0,0.9044232630988548,-0.08818940871372997,-6.073565846538742e-06,0.0,0.0,0.0,0.6868539940509498,-0.07361540264158206,-0.0071994244650417155,-0.00863901011426556,-0.078593110058312,0.0036964917995347124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19787940854203656,-0.019295023412105008,-2.2027835280896896e-06,0.0,0.0,-0.0,0.18184664755554938,-0.01773168490773892,-1.8032208641900105e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3246331975673564,-0.1291636595633146,-7.680145372311019e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554269690288695,-0.054046283691355605,-4.070014638600742e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05207461937648365,-0.005077744104092863,-7.714493463480125e-07,0.0,0.0,0.0,0.0,0.0,-573.2603487950973,91.806265132425,92.098165132425,1.0774549786619474,0.008911868505586298,58.38039168742938,0.9986295347545739,0.0,0.0,0.0,0.0,276.75,174.43075206909788,-0.0,-0.0,-573.2675769128704,202625.86621597665,0.0,0.0,0.0,3.0227254042929457,0.022725404292945586,0.022725404292945586
0.002,90.86472264119571,4.494939010579621,-0.43995186779378487,-1.7572426181414775,0.013322428783929932,0.24131664725494506,0.003661633290013927,1.1927830564872253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7730600928865696,-2.719595880595024,0.0,0.0,0.0,0.0,0.0,0.0,0.5278442376871794,-0.05089110459686088,-8.485188491685469e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04562027375782049,0.004398392476006487,-2.491509550469639e-06,0.0,0.0,-0.0,0.10174143530049969,-0.00980920820202456,-2.2208246119759526e-06,0.0,0.0,-0.0,0.9065166465274399,-0.08740008923724209,-1.315697487893229e-05,0.0,0.0,0.0,0.6883880483581288,-0.07295045082179359,-0.007210049633782441,-0.008560946034055732,-0.07876981636793756,0.003661633290013927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7499704111240324,0.0,0.0,0.0,0.1983544064037413,-0.01912396522082224,-4.771705697747101e-06,0.0,0.0,-0.0,0.18226755088042879,-0.017572981448301328,-3.906021561611744e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3276992013930877,-0.12800760926617843,-1.663759288592329e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555526061887593,-0.05356255457953161,-8.816630230129087e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05219515159817718,-0.005032296897036604,-1.67093575441447e-06,0.0,0.0,0.0,0.0,0.0,-573.2212956489715,91.80474273140736,92.09664273140736,1.0774444977109308,0.008922470685098806,58.376414544572235,0.9986295347545739,0.0,0.0,0.0,0.0,276.7499682009033,174.49295715977257,-0.0,-0.0,-574.978538267113,202866.92464232948,0.0,0.0,-0.019639045245950552,3.0260358240406413,0.026035824040641465,0.026035824040641465
0.003,91.08259672457523,4.500128777344636,-0.4379594343878818,4.805116210058508,0.013277130722548894,0.24172403289847244,0.003643772973025261,1.1927830634088228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7730759845010557,-2.719580613908947,0.0,0.0,0.0,0.0,0.0,0.0,0.528454465333202,-0.05066089867981827,-1.1942859124851337e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045675966003018535,0.004378779322685311,-3.50733148097004e-06,0.0,0.0,-0.0,0.10186563904797465,-0.009765467334088111,-3.1256437068308675e-06,0.0,0.0,-0.0,0.9075646479638382,-0.08700473492430572,-1.8518517568156574e-05,0.0,0.0,0.0,0.689160690482458,-0.07261656989185998,-0.0072160457187713835,-0.008521746498338421,-0.07885883892499401,0.003643772973025261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.812419742630977,0.0,0.0,0.0,0.19859655318032993,-0.01903868832385796,-6.716119206735411e-06,0.0,0.0,-0.0,0.18247826588038293,-0.017493490064855732,-5.497573320611337e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3292341215465062,-0.12742856683208334,-2.341775190689803e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5561948667931408,-0.05332026435820899,-1.2409373995222056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0522554931198221,-0.005009533301489014,-2.3516833870395025e-06,0.0,0.0,0.0,0.0,0.0,-573.2017690838566,91.80398180195542,92.09588180195541,1.0774392572354226,0.008927971078876969,58.37442597314366,0.9986295347545739,0.0,0.0,0.0,0.0,276.7499081278917,174.52400826903144,-0.0,-0.0,-568.3966528737981,202991.98616760073,0.0,0.0,-0.029526018632686345,3.0276910339144893,0.0276910339144894,0.0276910339144894
0.008,92.08381586790442,4.526220136350337,-0.4279603810408843,-8.319886330525767,0.013061736641077307,0.24377165792108824,0.0035514359226289788,1.1927831039486771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7731553949419467,-2.719504508946585,0.0,0.0,0.0,0.0,0.0,0.0,0.5315132109168134,-0.04950581272571071,-3.809392206511861e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045962537248371266,0.004281008852990663,-1.1196409974416633e-05,0.0,0.0,-0.0,0.10250474459067302,-0.00954742155975665,-9.96720260916707e-06,0.0,0.0,-0.0,0.91281771997081,-0.08502099697510206,-5.9070581316447495e-05,0.0,0.0,0.0,0.6930699946566862,-0.07093592865353429,-0.007251146181016069,-0.008324411731169492,-0.07930942243143299,0.0035514359226289788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.312356118097078,0.0,0.0,0.0,0.19984254897522757,-0.018613587773540198,-2.1421747606090858e-05,0.0,0.0,-0.0,0.1835344677416251,-0.017094632460888978,-1.7533298690592177e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3369278572713097,-0.12452315158017369,-7.470231623876272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5594141765048264,-0.052104543949877506,-3.958216285052266e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052557952970736406,-0.004895314215290903,-7.498606320041378e-06,0.0,0.0,0.0,0.0,0.0,-573.104136267533,91.8001798639614,92.0920798639614,1.0774130548578813,0.00895695414025872,58.3644831160008,0.9986295347545739,0.0,0.0,0.0,0.0,276.7495562798001,174.67875099266755,-0.0,-0.0,-581.4240225980587,203650.96981558608,0.0,0.0,-0.07450582480451054,3.035967083283729,0.0359670832837291,0.0359670832837291
0.008888888888888889,92.12539953191626,4.530843785410941,-0.426177669122307,0.2355072326593059,0.013017325375084446,0.24413196049942143,0.003536116066643724,1.1927831159116369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7731695040406903,-2.719491947631634,0.0,0.0,0.0,0.0,0.0,0.0,0.5320583170888796,-0.0492997549800224,-3.957744201782223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046010902389040584,0.004263303741966516,-1.1633954789372126e-05,0.0,0.0,-0.0,0.10261260757405466,-0.009507935970141075,-1.0354931131735232e-05,0.0,0.0,-0.0,0.9137538821637858,-0.08466711459224069,-6.137140850824213e-05,0.0,0.0,0.0,0.6937556190719519,-0.07063862319164183,-0.0072556364293215395,-0.008289510392104977,-0.07938837707612598,0.003536116066643724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24305280504602855,0.0,0.0,0.0,0.2000528379099021,-0.01853660693808642,-2.2255901794422444e-05,0.0,0.0,-0.0,0.18372269593444887,-0.01702347957531213,-1.821574469647183e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3382989758279846,-0.12400484961747728,-7.761268619825635e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5599878971839947,-0.05188766952089042,-4.112367471372187e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052611855044978555,-0.004874938478461216,-7.790213551087492e-06,0.0,0.0,0.0,0.0,0.0,-573.0867793298322,91.79950443640564,92.09140443640564,1.0774083966574295,0.008961585718837964,58.362715496953186,0.9986295347545739,0.0,0.0,0.0,0.0,276.7494524524753,174.70617156107645,-0.0,-0.0,-572.8512720971729,203756.27822311025,0.0,0.0,-0.0752963362651791,3.037438380949372,0.03743838094937171,0.03743838094937171
0.01,92.39847998801298,4.536699683709954,-0.4239444163148621,1.7423389061968313,0.012975594610872901,0.24459187926443016,0.0035141197074107094,1.1927831308665215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7731871368841885,-2.719474849253676,0.0,0.0,0.0,0.0,0.0,0.0,0.5327402632447519,-0.049041881018860804,-4.9894503855016676e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04607854899742803,0.004241802006272284,-1.4669657652699456e-05,0.0,0.0,-0.0,0.10276347170667882,-0.009459983223022628,-1.3053415215850325e-05,0.0,0.0,-0.0,0.9149250525549649,-0.08422424334006366,-7.737050598729857e-05,0.0,0.0,0.0,0.694645087211801,-0.0702606469638962,-0.007265985144075315,-0.008245120750954151,-0.07949098112884902,0.0035141197074107094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7499704114741832,0.0,0.0,0.0,0.20034696159103454,-0.01844311859027596,-2.805740470539635e-05,0.0,0.0,-0.0,0.18395817573471687,-0.016934434262356354,-2.2963516144182404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3400142912598856,-0.12335621309206121,-9.784709815994216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607056410506991,-0.051616258864179906,-5.1843875931279656e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05267928835284891,-0.004849438966417611,-9.820155624835031e-06,0.0,0.0,0.0,0.0,0.0,-573.0650831577062,91.79866035247971,92.09056035247971,1.0774025739068647,0.008968767735667125,58.36050597314366,0.9986295347545739,0.0,0.0,0.0,0.0,276.74932265803596,174.74040948244516,-0.0,-0.0,-571.3227442515094,203919.57548759328,0.0,0.0,-0.08803582510592521,3.039277503031425,0.03927750303142498,0.03927750303142498
0.01,92.59961401337475,4.53677026400204,-0.4239421837258295,1.7422727746311628,0.012989402392370855,0.2446010853395506,0.00351132356577942,1.1927831276112637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7731871368841885,-2.7194733774389,0.0,0.0,0.0,0.0,0.0,0.0,0.5327402617908357,-0.04904188088501925,-5.828446542757839e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046085609164909926,0.004242451936299182,-1.713708077773538e-05,0.0,0.0,-0.0,0.10277921715303195,-0.009461432684157658,-1.5248211188008286e-05,0.0,0.0,-0.0,0.9149250500580174,-0.08422424311020493,-9.038084134555846e-05,0.0,0.0,0.0,0.6946762947944826,-0.07025478988491371,-0.0072706522319281,-0.008244415100783695,-0.0794947498550725,0.00351132356577942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7499704114741832,0.0,0.0,0.0,0.20037765880555408,-0.018445944449791262,-3.277533142062513e-05,0.0,0.0,-0.0,0.18395817523267144,-0.016934434216140118,-2.6824763968775143e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3400142876028152,-0.1233562127554063,-0.00011430099718364324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5607056395204617,-0.05161625872331253,-6.056164720216572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05267928820908039,-0.004849438953182872,-1.1471272578265942e-05,0.0,0.0,0.0,0.0,0.0,-573.0650831526237,91.79866035247971,92.09056035247971,1.0774025739068647,0.008970141959991847,58.36050597314366,0.9986295347545739,0.0,0.0,0.0,0.0,276.74935091063486,174.74040948244516,-0.0,-0.0,-571.3228103779926,203950.8202007456,0.0,0.0,-0.09872628644467762,3.039277503031425,0.03927750303142498,0.03927750303142498
0.012018940896338336,91.17447376455603,4.54688963725644,-0.4198940499241963,13.851537946867827,0.012808306246410564,0.24536641245572888,0.003492474701065597,1.1927830794804224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.773219166546627,-2.7194539691325588,0.0,0.0,0.0,0.0,0.0,0.0,0.5339809585266596,-0.04857244953410627,-1.3750252398990834e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04615509599027163,0.00419840077615309,-4.043215063161428e-06,0.0,0.0,-0.0,0.10293418530127904,-0.009363190655104794,-3.597215543529763e-06,0.0,0.0,-0.0,0.9170558154695049,-0.0834180444182024,-2.1322387494403105e-05,0.0,0.0,0.0,0.696058916374051,-0.06961137061193862,-0.0072540976078921985,-0.008168985710642908,-0.07965295491966708,0.003492474701065597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.858892777443748,0.0,0.0,0.0,0.20067978364747566,-0.018254412461873804,-7.732215666043907e-06,0.0,0.0,-0.0,0.18438659471568955,-0.01677233695992624,-6.328325341339842e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3431350416959966,-0.12217544088140246,-2.6965695837125485e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5620114647163512,-0.051122185298225785,-1.428748334114845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052801972799704035,-0.004803019879569038,-2.706177341214498e-06,0.0,0.0,0.0,0.0,0.0,-573.0256600747773,91.7971271825599,92.0890271825599,1.0773919936965448,0.0089727793661645,58.35649116496123,0.9986295347545739,0.0,0.0,0.0,0.0,276.7497686414102,174.80251408880957,-0.0,-0.0,-559.1741221279095,204010.77824140422,0.0,0.0,-0.0197645131351994,3.0426192739377598,0.0426192739377596,0.0426192739377596
0.013028411344507503,91.38226239178465,4.552181845229034,-0.41785907759088464,6.530136916089935,0.012761926417730926,0.24577957158368968,0.0034740478603650093,1.192783072143012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7732351765203966,-2.7194395200905195,0.0,0.0,0.0,0.0,0.0,0.0,0.5346020895478112,-0.04833731837316948,-1.813801088946091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04621252376458799,0.004178415157198474,-5.334276987012144e-06,0.0,0.0,-0.0,0.10306225959158423,-0.009318619121654428,-4.744857028595601e-06,0.0,0.0,-0.0,0.9181225422994038,-0.08301423151983589,-2.8126668107748912e-05,0.0,0.0,0.0,0.6968509455279517,-0.06927017235409971,-0.0072607911871442575,-0.008128925808637695,-0.07974421428197168,0.0034740478603650093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.537530585555183,0.0,0.0,0.0,0.20092947640789358,-0.018167516105104906,-1.019954524876275e-05,0.0,0.0,-0.0,0.18460107471171489,-0.016691144862372227,-8.347511385801924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3446973873689492,-0.12158400986386159,-3.557122117157023e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626652010517093,-0.050874711289933136,-1.8846693641773924e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528633924866052,-0.004779769258051739,-3.5694936440567187e-06,0.0,0.0,0.0,0.0,0.0,-573.0059485619723,91.79636087331643,92.08826087331643,1.0773867035913849,0.008978502814746934,58.35448376087001,0.9986295347545739,0.0,0.0,0.0,0.0,276.7498323232885,174.83351456548144,-0.0,-0.0,-566.4758116458823,204140.90900923143,0.0,0.0,-0.02917545710553996,3.044290159390927,0.04429015939092691,0.04429015939092691
0.01807576358535334,92.56137359243787,4.578857172058423,-0.4076447158311165,21.999489904619864,0.012552343037336128,0.24786265975150346,0.0033765682476963807,1.192783214686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.773315177801406,-2.719366719092501,0.0,0.0,0.0,0.0,0.0,0.0,0.5377155781860175,-0.04715749778322562,-5.707809009350162e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04651460826640231,0.00407931744066312,-1.6801076787364875e-05,0.0,0.0,-0.0,0.10373596249305699,-0.009097613347580559,-1.4927282586658315e-05,0.0,0.0,-0.0,0.9234696297123022,-0.08098801444984152,-8.8515035891536e-05,0.0,0.0,0.0,0.7008892946983922,-0.06754807552741693,-0.0073038773886413,-0.007926702495419529,-0.08020984466852321,0.0033765682476963807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.007211951403928,0.0,0.0,0.0,0.20224292297683,-0.017736644759534202,-3.20958499558198e-05,0.0,0.0,-0.0,0.1856761796541623,-0.016283746251089457,-2.626502794383582e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3525288196047272,-0.11861637899245306,-0.00011194976546536179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5659421274701417,-0.049632957839236345,-5.9308560832987536e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05317126552919526,-0.004663104321401876,-1.1228705868130488e-05,0.0,0.0,0.0,0.0,0.0,-572.9073912777108,91.79253208292177,92.08443208292177,1.0773602530655852,0.00900990985268519,58.34444674041393,0.9986295347545739,0.0,0.0,0.0,0.0,276.74859517948573,174.9880002635805,-0.0,-0.0,-550.9079013730909,204855.02213468618,0.0,0.0,-0.0839333526076062,3.0526445866567635,0.05264458665676346,0.05264458665676346
